GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC04_VC37,HC01_VC39,HC02_VC39,HC03_VC39,HC04_VC39,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC70,HC02_VC70,HC03_VC70,HC04_VC70,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC100,HC02_VC100,HC03_VC100,HC04_VC100,HC01_VC102,HC02_VC102,HC03_VC102,HC04_VC102,HC01_VC104,HC02_VC104,HC03_VC104,HC04_VC104
1400000US17031051000,17031051000,"Census Tract 510, Cook County, Illinois",1551,149,1551,(X),1286,119,1286,(X),707,90,55.0,4.7,53,29,53,(X),19,16,35.8,23.1,1551,149,1551,(X),1551,149,100.0,1.9,0,11,0.0,1.9,1551,149,100.0,1.9,1318,144,85.0,6.8,25,29,1.6,1.9,0,11,0.0,1.9,0,11,0.0,1.9,137,67,8.8,4.4,8,12,0.5,0.8,0,11,0.0,1.9,0,11,0.0,1.9,0,11,0.0,1.9,0,11,0.0,1.9,1551,149,1551,(X),1318,144,85.0,6.8,25,29,1.6,1.9,1551,149,1551,(X),208,123,13.4,7.4,128,114,8.3,7.0,1343,149,86.6,7.4,1181,166,76.1,9.2,25,29,1.6,1.9,0,11,0.0,1.9,0,11,0.0,1.9,781,22,(X),(X)
1400000US17031051100,17031051100,"Census Tract 511, Cook County, Illinois",1683,198,1683,(X),1387,126,1387,(X),634,129,45.7,7.2,113,88,113,(X),61,49,54.0,18.8,1683,198,1683,(X),1639,205,97.4,2.2,44,36,2.6,2.2,1639,205,97.4,2.2,1420,214,84.4,8.6,104,84,6.2,4.9,0,11,0.0,1.8,0,11,0.0,1.8,60,40,3.6,2.4,5,7,0.3,0.4,0,11,0.0,1.8,0,11,0.0,1.8,44,36,2.6,2.2,0,11,0.0,1.8,1683,198,1683,(X),1454,205,86.4,8.2,114,87,6.8,5.0,1683,198,1683,(X),280,151,16.6,8.7,207,132,12.3,7.9,1403,218,83.4,8.7,1195,204,71.0,9.0,104,84,6.2,4.9,44,36,2.6,2.2,44,36,2.6,2.2,758,27,(X),(X)
1400000US17031051200,17031051200,"Census Tract 512, Cook County, Illinois",1630,160,1630,(X),1290,129,1290,(X),702,102,54.4,6.9,35,35,35,(X),25,30,71.4,42.7,1630,160,1630,(X),1599,163,98.1,3.0,31,49,1.9,3.0,1599,163,98.1,3.0,1390,169,85.3,8.7,102,94,6.3,5.6,7,12,0.4,0.8,0,11,0.0,1.8,100,109,6.1,6.6,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,31,49,1.9,3.0,0,11,0.0,1.8,1630,160,1630,(X),1421,161,87.2,7.9,102,94,6.3,5.6,1630,160,1630,(X),182,113,11.2,6.7,112,85,6.9,5.1,1448,170,88.8,6.7,1239,175,76.0,10.1,102,94,6.3,5.6,0,11,0.0,1.8,0,11,0.0,1.8,736,14,(X),(X)
1400000US17031051300,17031051300,"Census Tract 513, Cook County, Illinois",2730,310,2730,(X),2115,227,2115,(X),1145,172,54.1,4.7,88,38,88,(X),26,24,29.5,17.7,2730,310,2730,(X),2671,306,97.8,1.3,59,37,2.2,1.3,2671,306,97.8,1.3,2515,306,92.1,3.7,53,46,1.9,1.7,0,11,0.0,1.1,0,11,0.0,1.1,32,25,1.2,0.9,9,14,0.3,0.5,0,11,0.0,1.1,0,11,0.0,1.1,59,37,2.2,1.3,0,11,0.0,1.1,2730,310,2730,(X),2574,307,94.3,3.2,77,63,2.8,2.3,2730,310,2730,(X),382,249,14.0,8.2,343,244,12.6,8.1,2348,253,86.0,8.2,2200,256,80.6,8.8,53,46,1.9,1.7,53,34,1.9,1.2,53,34,1.9,1.2,1214,48,(X),(X)
1400000US17031051400,17031051400,"Census Tract 514, Cook County, Illinois",2373,340,2373,(X),1897,263,1897,(X),896,139,47.2,6.6,175,100,175,(X),102,58,58.3,10.1,2373,340,2373,(X),2203,336,92.8,5.7,170,138,7.2,5.7,2203,336,92.8,5.7,2016,352,85.0,7.1,67,70,2.8,3.0,0,11,0.0,1.3,0,11,0.0,1.3,46,35,1.9,1.5,4,7,0.2,0.3,0,11,0.0,1.3,0,11,0.0,1.3,170,138,7.2,5.7,0,11,0.0,1.3,2373,340,2373,(X),2172,360,91.5,4.6,88,73,3.7,3.1,2373,340,2373,(X),490,260,20.6,10.0,313,243,13.2,9.5,1883,309,79.4,10.0,1616,295,68.1,10.4,67,70,2.8,3.0,154,137,6.5,5.7,154,137,6.5,5.7,1431,27,(X),(X)
1400000US17031060100,17031060100,"Census Tract 601, Cook County, Illinois",2582,219,2582,(X),2108,168,2108,(X),1101,115,52.2,5.0,103,62,103,(X),69,39,67.0,17.1,2582,219,2582,(X),2561,219,99.2,1.2,21,31,0.8,1.2,2561,219,99.2,1.2,2352,232,91.1,4.9,160,131,6.2,5.0,0,11,0.0,1.2,0,11,0.0,1.2,21,34,0.8,1.3,0,11,0.0,1.2,0,11,0.0,1.2,0,11,0.0,1.2,21,31,0.8,1.2,0,11,0.0,1.2,2582,219,2582,(X),2368,235,91.7,4.9,160,131,6.2,5.0,2582,219,2582,(X),330,177,12.8,6.6,68,72,2.6,2.8,2252,228,87.2,6.6,2050,234,79.4,7.6,160,131,6.2,5.0,21,31,0.8,1.2,16,26,0.6,1.0,1381,22,(X),(X)
1400000US17031060200,17031060200,"Census Tract 602, Cook County, Illinois",1835,238,1835,(X),1687,202,1687,(X),872,127,51.7,5.0,101,44,101,(X),33,31,32.7,24.4,1835,238,1835,(X),1808,235,98.5,1.7,27,32,1.5,1.7,1808,235,98.5,1.7,1567,212,85.4,7.3,68,52,3.7,2.9,0,11,0.0,1.6,0,11,0.0,1.6,103,140,5.6,7.3,0,11,0.0,1.6,0,11,0.0,1.6,0,11,0.0,1.6,27,32,1.5,1.7,0,11,0.0,1.6,1835,238,1835,(X),1586,216,86.4,7.2,95,65,5.2,3.6,1835,238,1835,(X),242,105,13.2,5.7,218,100,11.9,5.4,1593,243,86.8,5.7,1395,196,76.0,7.7,68,52,3.7,2.9,27,32,1.5,1.7,27,32,1.5,1.7,1182,16,(X),(X)
1400000US17031060300,17031060300,"Census Tract 603, Cook County, Illinois",3270,363,3270,(X),2581,233,2581,(X),1395,277,54.0,7.6,166,78,166,(X),126,60,75.9,16.8,3270,363,3270,(X),3270,363,100.0,0.9,0,11,0.0,0.9,3270,363,100.0,0.9,3155,374,96.5,2.0,10,15,0.3,0.5,8,14,0.2,0.4,0,11,0.0,0.9,97,60,3.0,1.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,3270,363,3270,(X),3155,374,96.5,2.0,10,15,0.3,0.5,3270,363,3270,(X),77,67,2.4,2.1,36,41,1.1,1.3,3193,360,97.6,2.1,3078,372,94.1,2.9,10,15,0.3,0.5,0,11,0.0,0.9,0,11,0.0,0.9,1371,49,(X),(X)
1400000US17031060400,17031060400,"Census Tract 604, Cook County, Illinois",4162,473,4162,(X),3151,379,3151,(X),1663,255,52.8,6.7,73,42,73,(X),49,29,67.1,20.9,4162,473,4162,(X),4104,473,98.6,1.2,58,51,1.4,1.2,4104,473,98.6,1.2,3929,491,94.4,3.1,0,11,0.0,0.7,20,31,0.5,0.7,0,11,0.0,0.7,143,113,3.4,2.8,0,11,0.0,0.7,0,11,0.0,0.7,0,11,0.0,0.7,58,51,1.4,1.2,0,11,0.0,0.7,4162,473,4162,(X),3981,489,95.7,2.8,16,20,0.4,0.5,4162,473,4162,(X),500,272,12.0,5.7,354,225,8.5,4.9,3662,337,88.0,5.7,3459,348,83.1,5.8,0,11,0.0,0.7,50,48,1.2,1.1,50,48,1.2,1.1,1676,56,(X),(X)
1400000US17031060500,17031060500,"Census Tract 605, Cook County, Illinois",1157,126,1157,(X),1067,120,1067,(X),515,132,48.3,9.5,338,73,338,(X),199,62,58.9,13.9,1157,126,1157,(X),1129,122,97.6,2.2,28,26,2.4,2.2,1129,122,97.6,2.2,934,118,80.7,5.6,43,32,3.7,2.8,9,14,0.8,1.2,0,11,0.0,2.6,135,58,11.7,4.8,0,11,0.0,2.6,0,11,0.0,2.6,0,11,0.0,2.6,28,26,2.4,2.2,0,11,0.0,2.6,1157,126,1157,(X),957,125,82.7,5.9,43,32,3.7,2.8,1157,126,1157,(X),89,53,7.7,4.5,33,38,2.9,3.3,1068,123,92.3,4.5,858,115,74.2,6.7,43,32,3.7,2.8,23,25,2.0,2.1,23,25,2.0,2.1,807,30,(X),(X)
1400000US17031060800,17031060800,"Census Tract 608, Cook County, Illinois",4834,388,4834,(X),4490,322,4490,(X),2278,232,50.7,4.4,489,111,489,(X),316,96,64.6,14.0,4834,388,4834,(X),4773,364,98.7,1.4,61,71,1.3,1.4,4773,364,98.7,1.4,3854,313,79.7,4.6,248,150,5.1,3.0,0,11,0.0,0.6,0,11,0.0,0.6,550,152,11.4,3.0,56,55,1.2,1.1,0,11,0.0,0.6,0,11,0.0,0.6,61,71,1.3,1.4,0,11,0.0,0.6,4834,388,4834,(X),3902,331,80.7,4.1,309,193,6.4,3.8,4834,388,4834,(X),237,127,4.9,2.6,83,61,1.7,1.2,4597,382,95.1,2.6,3753,303,77.6,4.5,221,138,4.6,2.7,61,71,1.3,1.4,48,77,1.0,1.6,3441,94,(X),(X)
1400000US17031060900,17031060900,"Census Tract 609, Cook County, Illinois",6557,706,6557,(X),6030,607,6030,(X),3043,356,50.5,4.5,630,135,630,(X),432,120,68.6,11.7,6557,706,6557,(X),6243,712,95.2,2.3,314,148,4.8,2.3,6243,712,95.2,2.3,5182,684,79.0,5.7,395,308,6.0,4.5,124,130,1.9,2.0,85,124,1.3,1.9,352,180,5.4,2.9,38,46,0.6,0.7,0,16,0.0,0.5,0,16,0.0,0.5,314,148,4.8,2.3,0,16,0.0,0.5,6557,706,6557,(X),5496,699,83.8,5.9,601,258,9.2,3.7,6557,706,6557,(X),1083,455,16.5,6.1,644,369,9.8,5.4,5474,575,83.5,6.1,4297,503,65.5,5.9,387,309,5.9,4.5,314,148,4.8,2.3,314,148,4.8,2.3,5148,58,(X),(X)
1400000US17031061000,17031061000,"Census Tract 610, Cook County, Illinois",1672,165,1672,(X),1573,162,1573,(X),576,128,36.6,7.4,56,24,56,(X),20,14,35.7,18.2,1672,165,1672,(X),1641,165,98.1,1.6,31,26,1.9,1.6,1641,165,98.1,1.6,1435,170,85.8,7.4,25,26,1.5,1.5,0,11,0.0,1.8,0,11,0.0,1.8,159,112,9.5,6.5,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,31,26,1.9,1.6,0,11,0.0,1.8,1672,165,1672,(X),1466,168,87.7,7.2,35,28,2.1,1.7,1672,165,1672,(X),273,109,16.3,6.1,119,53,7.1,3.1,1399,166,83.7,6.1,1172,166,70.1,8.8,25,26,1.5,1.5,21,21,1.3,1.3,21,21,1.3,1.3,897,41,(X),(X)
1400000US17031061100,17031061100,"Census Tract 611, Cook County, Illinois",1253,195,1253,(X),1192,189,1192,(X),579,126,48.6,8.6,14,9,14,(X),10,6,71.4,40.0,1253,195,1253,(X),1253,195,100.0,2.4,0,11,0.0,2.4,1253,195,100.0,2.4,1190,187,95.0,4.1,0,11,0.0,2.4,10,10,0.8,0.8,0,11,0.0,2.4,53,51,4.2,4.0,5,10,0.4,0.8,0,11,0.0,2.4,0,11,0.0,2.4,0,11,0.0,2.4,0,11,0.0,2.4,1253,195,1253,(X),1190,187,95.0,4.1,0,11,0.0,2.4,1253,195,1253,(X),46,32,3.7,2.5,41,31,3.3,2.4,1207,189,96.3,2.5,1149,182,91.7,4.6,0,11,0.0,2.4,0,11,0.0,2.4,0,11,0.0,2.4,709,46,(X),(X)
1400000US17031061200,17031061200,"Census Tract 612, Cook County, Illinois",2296,256,2296,(X),2062,217,2062,(X),1132,258,54.9,9.7,59,34,59,(X),35,29,59.3,27.4,2296,256,2296,(X),2177,222,94.8,5.7,119,136,5.2,5.7,2177,222,94.8,5.7,2029,223,88.4,7.6,32,32,1.4,1.4,10,16,0.4,0.7,0,11,0.0,1.3,99,80,4.3,3.3,12,22,0.5,1.0,0,11,0.0,1.3,0,11,0.0,1.3,119,136,5.2,5.7,0,11,0.0,1.3,2296,256,2296,(X),2148,237,93.6,3.5,32,32,1.4,1.4,2296,256,2296,(X),73,36,3.2,1.6,29,24,1.3,1.1,2223,259,96.8,1.6,1973,226,85.9,7.6,32,32,1.4,1.4,119,136,5.2,5.7,119,136,5.2,5.7,935,33,(X),(X)
1400000US17031061500,17031061500,"Census Tract 615, Cook County, Illinois",2028,268,2028,(X),1806,251,1806,(X),829,155,45.9,8.9,95,36,95,(X),65,10,68.4,25.5,2028,268,2028,(X),1993,272,98.3,1.9,35,38,1.7,1.9,1993,272,98.3,1.9,1872,264,92.3,4.1,28,43,1.4,2.1,0,11,0.0,1.5,0,11,0.0,1.5,60,38,3.0,1.9,6,9,0.3,0.4,0,11,0.0,1.5,0,11,0.0,1.5,35,38,1.7,1.9,0,11,0.0,1.5,2028,268,2028,(X),1907,258,94.0,3.3,28,43,1.4,2.1,2028,268,2028,(X),179,77,8.8,3.3,101,61,5.0,2.9,1849,231,91.2,3.3,1754,241,86.5,4.5,0,11,0.0,1.5,35,38,1.7,1.9,35,38,1.7,1.9,887,43,(X),(X)
1400000US17031061800,17031061800,"Census Tract 618, Cook County, Illinois",1145,124,1145,(X),1095,107,1095,(X),479,96,43.7,8.1,58,40,58,(X),34,30,58.6,27.4,1145,124,1145,(X),1129,125,98.6,1.2,16,13,1.4,1.2,1129,125,98.6,1.2,1023,117,89.3,5.7,13,21,1.1,1.8,0,11,0.0,2.6,0,11,0.0,2.6,76,61,6.6,5.1,42,48,3.7,4.0,4,7,0.3,0.6,0,11,0.0,2.6,16,13,1.4,1.2,0,11,0.0,2.6,1145,124,1145,(X),1039,116,90.7,5.5,24,23,2.1,2.0,1145,124,1145,(X),115,60,10.0,5.4,81,51,7.1,4.5,1030,140,90.0,5.4,919,134,80.3,7.7,13,21,1.1,1.8,16,13,1.4,1.2,16,13,1.4,1.2,730,18,(X),(X)
1400000US17031061901,17031061901,"Census Tract 619.01, Cook County, Illinois",3767,396,3767,(X),3412,345,3412,(X),1895,400,55.5,7.4,324,98,324,(X),183,89,56.5,21.9,3767,396,3767,(X),3692,389,98.0,1.6,75,63,2.0,1.6,3692,389,98.0,1.6,3069,449,81.5,7.7,139,146,3.7,3.8,12,21,0.3,0.5,0,11,0.0,0.8,409,223,10.9,6.0,137,155,3.6,4.1,16,29,0.4,0.8,16,29,0.4,0.8,75,63,2.0,1.6,0,11,0.0,0.8,3767,396,3767,(X),3130,455,83.1,7.6,169,157,4.5,4.1,3767,396,3767,(X),416,169,11.0,4.6,194,127,5.1,3.4,3351,422,89.0,4.6,2711,450,72.0,8.0,139,146,3.7,3.8,45,51,1.2,1.3,45,51,1.2,1.3,2440,46,(X),(X)
1400000US17031061902,17031061902,"Census Tract 619.02, Cook County, Illinois",3891,335,3891,(X),3689,283,3689,(X),1941,255,52.6,5.6,600,122,600,(X),330,82,55.0,9.1,3891,335,3891,(X),3731,319,95.9,2.5,160,101,4.1,2.5,3731,319,95.9,2.5,3250,325,83.5,5.2,197,130,5.1,3.3,0,11,0.0,0.8,0,11,0.0,0.8,269,128,6.9,3.3,0,11,0.0,0.8,0,11,0.0,0.8,0,11,0.0,0.8,160,101,4.1,2.5,0,11,0.0,0.8,3891,335,3891,(X),3410,338,87.6,4.5,215,133,5.5,3.4,3891,335,3891,(X),273,180,7.0,4.5,108,119,2.8,3.0,3618,314,93.0,4.5,3087,339,79.3,6.6,197,130,5.1,3.3,121,92,3.1,2.3,121,92,3.1,2.3,3308,39,(X),(X)
1400000US17031062000,17031062000,"Census Tract 620, Cook County, Illinois",2762,234,2762,(X),2600,224,2600,(X),1341,229,51.6,6.8,86,48,86,(X),56,41,65.1,24.9,2762,234,2762,(X),2691,240,97.4,1.8,71,49,2.6,1.8,2691,240,97.4,1.8,2409,235,87.2,4.7,139,114,5.0,4.0,0,11,0.0,1.1,0,11,0.0,1.1,122,52,4.4,1.9,0,11,0.0,1.1,0,11,0.0,1.1,0,11,0.0,1.1,71,49,2.6,1.8,0,11,0.0,1.1,2762,234,2762,(X),2470,229,89.4,4.5,159,116,5.8,4.1,2762,234,2762,(X),156,84,5.6,3.1,90,67,3.3,2.4,2606,253,94.4,3.1,2274,252,82.3,5.4,139,114,5.0,4.0,71,49,2.6,1.8,71,49,2.6,1.8,1602,62,(X),(X)
1400000US17031062100,17031062100,"Census Tract 621, Cook County, Illinois",3313,434,3313,(X),3069,413,3069,(X),1352,207,44.1,6.0,162,71,162,(X),84,52,51.9,20.1,3313,434,3313,(X),3262,433,98.5,1.1,51,37,1.5,1.1,3262,433,98.5,1.1,2782,426,84.0,5.7,27,28,0.8,0.8,0,11,0.0,0.9,0,11,0.0,0.9,421,197,12.7,5.7,25,38,0.8,1.1,0,11,0.0,0.9,0,11,0.0,0.9,51,37,1.5,1.1,0,11,0.0,0.9,3313,434,3313,(X),2833,430,85.5,5.8,27,28,0.8,0.8,3313,434,3313,(X),158,100,4.8,2.9,60,49,1.8,1.5,3155,421,95.2,2.9,2656,412,80.2,6.2,27,28,0.8,0.8,51,37,1.5,1.1,43,35,1.3,1.1,1872,110,(X),(X)
1400000US17031062200,17031062200,"Census Tract 622, Cook County, Illinois",3085,285,3085,(X),2752,235,2752,(X),1307,202,47.5,5.7,10,12,10,(X),0,11,0.0,90.1,3085,285,3085,(X),3025,272,98.1,1.8,60,57,1.9,1.8,3025,272,98.1,1.8,2767,269,89.7,3.6,42,36,1.4,1.2,0,11,0.0,1.0,0,11,0.0,1.0,140,72,4.5,2.3,24,39,0.8,1.2,0,11,0.0,1.0,0,11,0.0,1.0,60,57,1.9,1.8,0,11,0.0,1.0,3085,285,3085,(X),2827,284,91.6,3.5,83,62,2.7,2.0,3085,285,3085,(X),248,128,8.0,4.2,129,100,4.2,3.3,2837,304,92.0,4.2,2595,286,84.1,4.7,42,36,1.4,1.2,60,57,1.9,1.8,60,57,1.9,1.8,1536,51,(X),(X)
1400000US17031062300,17031062300,"Census Tract 623, Cook County, Illinois",1668,117,1668,(X),1381,99,1381,(X),713,93,51.6,6.6,44,25,44,(X),17,17,38.6,31.8,1668,117,1668,(X),1619,118,97.1,2.9,49,48,2.9,2.9,1619,118,97.1,2.9,1557,129,93.3,4.4,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,59,34,3.5,2.1,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,49,48,2.9,2.9,0,11,0.0,1.8,1668,117,1668,(X),1606,120,96.3,2.2,6,9,0.4,0.5,1668,117,1668,(X),78,50,4.7,3.0,60,52,3.6,3.1,1590,124,95.3,3.0,1482,135,88.8,5.2,0,11,0.0,1.8,49,48,2.9,2.9,49,48,2.9,2.9,760,26,(X),(X)
1400000US17031062400,17031062400,"Census Tract 624, Cook County, Illinois",1709,199,1709,(X),1405,148,1405,(X),738,126,52.5,7.2,87,62,87,(X),37,33,42.5,32.7,1709,199,1709,(X),1704,200,99.7,0.5,5,8,0.3,0.5,1704,200,99.7,0.5,1558,194,91.2,3.8,25,19,1.5,1.1,0,11,0.0,1.7,0,11,0.0,1.7,104,64,6.1,3.7,9,10,0.5,0.6,0,11,0.0,1.7,0,11,0.0,1.7,5,8,0.3,0.5,0,11,0.0,1.7,1709,199,1709,(X),1558,194,91.2,3.8,25,19,1.5,1.1,1709,199,1709,(X),124,66,7.3,4.1,84,53,4.9,3.3,1585,225,92.7,4.1,1451,221,84.9,5.5,25,19,1.5,1.1,5,8,0.3,0.5,5,8,0.3,0.5,793,60,(X),(X)
1400000US17031062500,17031062500,"Census Tract 625, Cook County, Illinois",1246,152,1246,(X),1137,133,1137,(X),501,85,44.1,6.0,10,11,10,(X),5,8,50.0,50.0,1246,152,1246,(X),1223,150,98.2,1.7,23,21,1.8,1.7,1223,150,98.2,1.7,1150,152,92.3,3.5,0,11,0.0,2.4,0,11,0.0,2.4,0,11,0.0,2.4,56,28,4.5,2.3,0,11,0.0,2.4,0,11,0.0,2.4,0,11,0.0,2.4,23,21,1.8,1.7,0,11,0.0,2.4,1246,152,1246,(X),1173,153,94.1,2.8,0,11,0.0,2.4,1246,152,1246,(X),50,50,4.0,3.8,17,20,1.4,1.6,1196,145,96.0,3.8,1117,143,89.6,4.5,0,11,0.0,2.4,23,21,1.8,1.7,23,21,1.8,1.7,734,44,(X),(X)
1400000US17031062600,17031062600,"Census Tract 626, Cook County, Illinois",2272,172,2272,(X),1671,136,1671,(X),857,128,51.3,5.2,59,38,59,(X),5,8,8.5,13.4,2272,172,2272,(X),2203,169,97.0,1.9,69,43,3.0,1.9,2203,169,97.0,1.9,1995,192,87.8,4.5,21,20,0.9,0.9,0,11,0.0,1.3,0,11,0.0,1.3,182,87,8.0,3.9,12,13,0.5,0.6,0,11,0.0,1.3,0,11,0.0,1.3,69,43,3.0,1.9,0,11,0.0,1.3,2272,172,2272,(X),2064,193,90.8,4.0,26,22,1.1,1.0,2272,172,2272,(X),367,182,16.2,7.5,332,182,14.6,7.6,1905,171,83.8,7.5,1651,168,72.7,7.2,21,20,0.9,0.9,51,36,2.2,1.6,51,36,2.2,1.6,1005,37,(X),(X)
1400000US17031062700,17031062700,"Census Tract 627, Cook County, Illinois",2696,244,2696,(X),2218,225,2218,(X),1031,178,46.5,7.0,103,55,103,(X),56,40,54.4,23.4,2696,244,2696,(X),2565,254,95.1,3.0,131,80,4.9,3.0,2565,254,95.1,3.0,2433,257,90.2,5.4,24,27,0.9,1.0,0,11,0.0,1.1,0,11,0.0,1.1,6,11,0.2,0.4,0,11,0.0,1.1,0,11,0.0,1.1,0,11,0.0,1.1,131,80,4.9,3.0,0,11,0.0,1.1,2696,244,2696,(X),2564,249,95.1,4.7,70,66,2.6,2.4,2696,244,2696,(X),171,144,6.3,5.3,126,133,4.7,4.9,2525,251,93.7,5.3,2372,256,88.0,5.8,24,27,0.9,1.0,123,80,4.6,3.0,123,80,4.6,3.0,1276,76,(X),(X)
1400000US17031062800,17031062800,"Census Tract 628, Cook County, Illinois",3630,318,3630,(X),3103,245,3103,(X),1512,180,48.7,4.8,165,52,165,(X),87,45,52.7,17.7,3630,318,3630,(X),3548,326,97.7,1.4,82,49,2.3,1.4,3548,326,97.7,1.4,3116,323,85.8,4.9,131,107,3.6,2.9,0,11,0.0,0.8,0,11,0.0,0.8,260,136,7.2,3.6,0,11,0.0,0.8,0,11,0.0,0.8,0,11,0.0,0.8,82,49,2.3,1.4,0,11,0.0,0.8,3630,318,3630,(X),3198,313,88.1,4.6,193,122,5.3,3.3,3630,318,3630,(X),303,204,8.3,5.3,213,195,5.9,5.2,3327,284,91.7,5.3,2861,274,78.8,6.2,131,107,3.6,2.9,82,49,2.3,1.4,82,49,2.3,1.4,1695,46,(X),(X)
1400000US17031062900,17031062900,"Census Tract 629, Cook County, Illinois",4278,426,4278,(X),3925,414,3925,(X),1617,256,41.2,7.4,172,51,172,(X),68,32,39.5,14.6,4278,426,4278,(X),4216,417,98.6,1.7,62,72,1.4,1.7,4216,417,98.6,1.7,3988,449,93.2,4.1,10,17,0.2,0.4,0,11,0.0,0.7,0,11,0.0,0.7,201,163,4.7,3.8,21,31,0.5,0.7,0,11,0.0,0.7,0,11,0.0,0.7,62,72,1.4,1.7,0,11,0.0,0.7,4278,426,4278,(X),4050,463,94.7,4.0,10,17,0.2,0.4,4278,426,4278,(X),168,115,3.9,2.8,107,94,2.5,2.3,4110,464,96.1,2.8,3837,481,89.7,4.9,10,17,0.2,0.4,62,72,1.4,1.7,62,72,1.4,1.7,1992,80,(X),(X)
1400000US17031063000,17031063000,"Census Tract 630, Cook County, Illinois",3275,281,3275,(X),3052,271,3052,(X),1674,261,54.8,6.0,63,21,63,(X),37,32,58.7,43.7,3275,281,3275,(X),3138,309,95.8,3.0,137,96,4.2,3.0,3138,309,95.8,3.0,2833,293,86.5,5.0,58,46,1.8,1.4,15,26,0.5,0.8,0,11,0.0,0.9,187,152,5.7,4.4,5,8,0.2,0.2,0,11,0.0,0.9,0,11,0.0,0.9,137,96,4.2,3.0,0,11,0.0,0.9,3275,281,3275,(X),2895,296,88.4,5.1,99,72,3.0,2.2,3275,281,3275,(X),207,102,6.3,3.1,98,74,3.0,2.2,3068,290,93.7,3.1,2704,294,82.6,5.6,47,39,1.4,1.2,130,95,4.0,3.0,98,79,3.0,2.5,1856,41,(X),(X)
1400000US17031063100,17031063100,"Census Tract 631, Cook County, Illinois",2384,231,2384,(X),2173,201,2173,(X),1159,188,53.3,5.9,27,29,27,(X),0,11,0.0,54.8,2384,231,2384,(X),2308,234,96.8,2.5,76,59,3.2,2.5,2308,234,96.8,2.5,2022,210,84.8,5.7,63,88,2.6,3.6,0,11,0.0,1.2,0,11,0.0,1.2,176,71,7.4,3.0,22,33,0.9,1.4,0,11,0.0,1.2,0,11,0.0,1.2,76,59,3.2,2.5,0,11,0.0,1.2,2384,231,2384,(X),2098,201,88.0,4.8,81,91,3.4,3.7,2384,231,2384,(X),148,115,6.2,4.7,41,58,1.7,2.4,2236,232,93.8,4.7,1916,216,80.4,6.4,63,88,2.6,3.6,76,59,3.2,2.5,76,59,3.2,2.5,1391,51,(X),(X)
1400000US17031063200,17031063200,"Census Tract 632, Cook County, Illinois",6142,540,6142,(X),5805,499,5805,(X),2954,372,50.9,5.4,940,255,940,(X),497,159,52.9,9.4,6142,540,6142,(X),6022,566,98.0,1.7,120,99,2.0,1.7,6022,566,98.0,1.7,4917,594,80.1,5.9,272,204,4.4,3.4,0,16,0.0,0.5,0,16,0.0,0.5,773,311,12.6,4.9,36,47,0.6,0.8,0,16,0.0,0.5,0,16,0.0,0.5,120,99,2.0,1.7,0,16,0.0,0.5,6142,540,6142,(X),5037,570,82.0,5.6,305,210,5.0,3.5,6142,540,6142,(X),161,104,2.6,1.7,50,47,0.8,0.8,5981,537,97.4,1.7,4819,594,78.5,6.0,272,204,4.4,3.4,86,77,1.4,1.3,79,75,1.3,1.3,4488,123,(X),(X)
